id,name,address,year,agency,amount
255,"Junior Tennis Clinic, Inc.","185 Hall Street Suite 815 Brooklyn, NY 11205-5095",2012,DYCD,5000.0
256,"Vietnam Veterans of America, Chapter 421","2750 Amboy Road Staten Island, NY 10306",2011,DFTA,2000.0
257,"Vietnam Veterans of America, Chapter 421","PO Box 100097 Staten Island, NY 10310",2011,DFTA,4000.0
258,"All Out Arts, Inc.","545 Eighth Avenue, Room 401 New York, NY 10018",2011,DCA,3000.0
259,"All Out Arts, Inc.","545 8th Avenue New York, NY 10018",2012,DCA,3500.0
260,"All Out Arts, Inc.","545 8th Avenue New York, NY 10018",2012,DCA,3000.0
261,"Neighborhood Defender Service, Inc.",,2010,DYCD,50000.0
262,"Neighborhood Defender Service, Inc.","317 Lenox Avenue, 10th Floor New York, NY 10027",2011,MISC,1500000.0
263,"Neighborhood Defender Service, Inc.","317 Lenox Avenue, 10th Floor New York, NY 10027",2011,DYCD,46250.0
264,"Neighborhood Defender Service, Inc.","317 Lenox Avenue, 10th Floor New York, NY 10027",2012,DYCD,39123.0
265,"Directions For Our Youth, Inc.","21 west 86th street new york, NY 10024",2012,DYCD,3500.0
266,"Directions For Our Youth, Inc.","21 West 86th Street New York, NY 10024",2011,DYCD,3500.0
267,"Directions For Our Youth, Inc.","21 West 86th Street New York, NY 10024",2011,DYCD,3500.0
268,"Directions For Our Youth, Inc.","21 West 86th Street New York, NY 10024",2011,DYCD,5000.0
269,"Directions For Our Youth, Inc.","21 West 86th Street New York, NY 10024",2012,DYCD,3500.0
270,"Dominico-American Society of Queens, Inc.","40-27 97th Street, Apt. 1 Corona, NY 11368",2011,DYCD,30952.38
271,"Dominico-American Society of Queens, Inc.","40-27 97th Street 1stFloor Corona, NY 11368 ",2012,DYCD,5000.0
272,"Dominico-American Society of Queens, Inc.","40-27 97th Street 1stFloor Corona, NY 11368 ",2012,DYCD,3500.0
273,"Dominico-American Society of Queens, Inc.","40-27 97th Street 1stFloor Corona, NY 11368",2012,DYCD,15000.0
274,"Dominico-American Society of Queens, Inc.","40-27 97th Street 1st Floor Corona, NY 11368",2012,DYCD,25000.0
275,"Dominico-American Society of Queens, Inc.","40-27 97th Street, Apt. 1 Corona, NY 11368",2012,DYCD,30000.0
276,"Locust Grove Civic Association of Queens County, Inc. ","117-19 150 Avenue South Ozone Park, NY 11420",2011,DFTA,5000.0
277,East Flatbush Ecumenical Council,"1187 Troy Avenue Brooklyn, NY 11203",2012,DYCD,5000.0
278,"Turnaround for Children, Inc.","25 West 45th Street, 6th Floor New York, NY 10036",2011,DOE,300000.0
279,Turnaround for Children,,2012,DOE,200000.0
280,Turnaround for Children,"25 W 45th St. 6th Floor New York, NY 10036",2013,DOE,244800.0
281,Young Women's Leadership Network,"150 East 52 Street, 21 Floor New York, NY 10022",2011,DYCD,3500.0
282,Young Women's Leadership Network,"322 Eighth Avenue, 14th Floor New York, NY 10001",2011,DYCD,4500.0
283,Young Women's Leadership Network,"322 8th Avenue 14th Floor New York, NY 10001-6775",2012,DOE,75000.0
284,Young Women's Leadership Network,"322 8th Avenue 14th Floor New York, NY 10001-6775",2012,DYCD,3500.0
285,Pro Bono Net,"151 West 30th Street Brooklyn, NY 10001",2011,DYCD,5000.0
286,Pro Bono Net,"151 West 30th Street New York, NY 10001",2011,DYCD,5000.0
287,Pro Bono Net,"151 West 30th Street New York, NY 10001",2011,DYCD,3500.0
288,Pro Bono Net,"151 West 30th Street New York, NY 10001",2012,DYCD,5000.0
289,Powerful Praise Tabernacle,"708-710 Myrtle Avenue Brooklyn, NY 11205",2012,DOHMH,6400.0
290,Powerful Praise Tabernacle,,2011,DOHMH,6400.0
291,"Auditory/Oral School of New York, The","3623 Avenue L Brooklyn, NY 11210",2011,DYCD,9000.0
292,"Auditory/Oral School of New York, The","3623 Avenue L Brooklyn, NY 11210",2012,DYCD,10000.0
293,"Auditory/Oral School of New York, The","3623 Avenue L Brooklyn, NY 11210",2012,DYCD,3500.0
294,"Bronx Community Pride Center, Inc.","448 East 149th Street Bronx, NY 10455",2011,DYCD,7500.0
295,"Bronx Community Pride Center, Inc.","448 East 149th Street Bronx, NY 10455",2011,DYCD,75000.0
296,"Bronx Community Pride Center, Inc.","448 East 149th Street Bronx, NY 10455",2011,DYCD,10031.0
297,"Bronx Community Pride Center, Inc.","448 East 149th Street Bronx, NY 10455",2011,DOHMH,43756.01
298,"Bronx Community Pride Center, Inc.","448 East 149th Street Bronx, NY 10455",2012,DYCD,10000.0
299,"Bronx Community Pride Center, Inc.","448 East 149th Street Bronx, NY 10455",2012,DYCD,10000.0
300,"Bronx Community Pride Center, Inc.","448 East 149th Street Bronx, NY 10455",2012,DYCD,10000.0
301,"Bronx Community Pride Center, Inc.","448 East 149th Street Bronx, NY 10455",2012,DYCD,5000.0
302,"Bronx Community Pride Center, Inc.","448 East 149th Street Bronx, NY 10455",2012,DYCD,85031.0
303,"Bronx Community Pride Center, Inc.","448 East 149th Street Bronx, NY 10455",2012,DOHMH,28800.0
304,Sack Wern Houses Tenant Association,"1710 Lafayette Avenue Bronx, NY 10473",2011,MISC,500.0
305,First Quincy Street Green Thumb Resource Center,"430 Quincy Street Brooklyn, NY 11221",2011,DPR,5000.0
306,"Clothed With Love, Inc.","1207 Hancock Street Brooklyn, NY 11221-5213",2012,DYCD,8500.0
307,"Mirabal Sisters Cultural and Community Center, Inc.","618 West 142nd Street, Ground Floor New York, NY 10031",2011,DYCD,20000.0
308,Comite de Prevencian de Alcoholismo y Drogadiccian,"54 West 94th Street 5D New York, NY 10025",2012,DOHMH,5000.0
309,"Getting Out and Staying Out, Inc.","91 East 116th Street New York, NY 10029",2011,DYCD,5000.0
310,"Getting Out and Staying Out, Inc.","91 East 116th Street New York, NY 10029 ",2012,DYCD,20000.0
311,"Getting Out and Staying Out, Inc.","91 East 116th Street New York, NY 10029",2012,DYCD,3500.0
312,"Getting Out and Staying Out, Inc.","91 East 116th Street New York, NY 10029 ",2012,DYCD,3500.0
313,Caribe Baseball Little League Sport Inc,"1925 monterey Ave Suite 5H Bronx, NY 10457",2012,DYCD,3500.0
314,Garibaldi-Meucci Museum,"420 Tompkins Avenue Staten Island, NY 10305 ",2012,DCA,10000.0
315,Garibaldi-Meucci Museum,"420 Tompkins Avenue Staten Island, NY 10305",2012,DYCD,3500.0
316,Garibaldi-Meucci Museum,"420 Tompkins Avenue Staten Island, NY 10305",2011,DYCD,3500.0
317,Garibaldi-Meucci Museum,"420 Tompkins Avenue Staten Island, NY 10301",2011,DCA,10000.0
318,"East 86th Street Merchants and Residents Association, Inc.","225 East 79th Street, 13B New York, NY 10075",2011,DYCD,3500.0
319,"East 86th Street Merchants and Residents Association, Inc.","225 East 79th Street New York, NY 10075",2012,DYCD,3500.0
320,"East 86th Street Merchants and Residents Association, Inc.","225 East 79th Street New York, NY 10075",2012,DYCD,4000.0
321,West 54-55 Street Block Association,"45 West 54th Street, 7C New York, NY 10019",2011,DYCD,3500.0
322,West 54-55 Street Block Association,"17 W 54th St-6E NY, NY 10019-5412",2012,DYCD,3500.0
323,Community Empowerment Network,"PO Box 515 Bronx, NY 10463",2012,DYCD,7500.0
324,Jamaica High School Parent Teacher Association,"167-01 Gothic Drive Jamaica, NY 11432",2011,DYCD,5000.0
325,Harvest Home ,,2012,DYCD,60000.0
326,Expend Low Income Farmer's Market (Harvest Home),,2013,DYCD,60000.0
327,Urban Assembly Academy of Arts and Letters,"225 Adelphi Street Brooklyn, NY 11205",2013,DOE,3500.0
328,"Bed Stuy's Project Re-Generation, Inc.","679 Lafayette Avenue Brooklyn, NY 11216",2013,DYCD,10000.0
329,"Friends of Firefighters, Inc.","199 Van Brunt Street Brooklyn, NY 11231",2013,DOHMH,2000.0
330,"Friends of Firefighters, Inc.","199 Van Brunt Street Brooklyn, NY 11231",2013,DOHMH,1500.0
331,"Friends of Firefighters, Inc.","199 Van Brunt Street Brooklyn, NY 11231",2013,DOHMH,7500.0
332,"Friends of Firefighters, Inc.","199 Van Brunt Street Brooklyn, NY 11231",2013,DOHMH,3500.0
333,"Ecuadorian International Center, Inc.","37-47 76th Street Jackson Heights, NY 11372",2013,DYCD,5000.0
334,"Retirees of Dreiser Loop , Inc., The","177 Dreiser Loop Room 19 Bronx, NY 10475",2013,DFTA,48000.0
335,ACTS Community Development Corporation,"1913 West 7th Street Brooklyn, NY 11223",2013,DYCD,4000.0
336,American Wu Shu Society,"Po Box 5898 Astoria, NY 11105",2013,DYCD,5000.0
337,"Open Space Alliance for North Brooklyn, Inc.","79 N 11th Street Brooklyn, NY 11249",2013,DPR,3500.0
338,St. John's Recreation Center,"1251 Prospect Place Brooklyn, NY 11213",2013,DFTA,5000.0
339,"African Refuge, Inc.","185 Parkhill Ave Suite LB Staten Island, NY 10304",2013,DYCD,6000.0
340,"Peace Action Fund of New York State, Inc.","Church St Station PO Box 3357 New York, NY 10008-3357",2013,DYCD,5000.0
341,Queens Chamber of Commerce dba Chamber of Commerce Borough of Queens,"75-20 Astoria Blvd Jackson Heights, NY 11370",2013,DSBS,5000.0
342,Queens Chamber of Commerce dba Chamber of Commerce Borough of Queens,"75-20 Astoria Boulevard, Suite 140 Jackson Heights, NY 11370",2011,DSBS,90000.0
343,Queens Chamber of Commerce dba Chamber of Commerce Borough of Queens,"75-20 Astoria Blvd Jackson Heights, NY 11370",2012,DSBS,90000.0
344,Queens Chamber of Commerce dba Chamber of Commerce Borough of Queens,"75-20 Astoria Blvd Jackson Heights, NY 11370",2012,DSBS,5000.0
345,Queens Chamber of Commerce dba Chamber of Commerce Borough of Queens,"75-20 Astoria Blvd Jackson Heights, NY 11370",2013,DSBS,7500.0
346,Queens Chamber of Commerce dba Chamber of Commerce Borough of Queens,"75-20 Astoria Blvd Jackson Heights, NY 11370",2013,DSBS,3857.0
347,Queens Chamber of Commerce dba Chamber of Commerce Borough of Queens,"75-20 Astoria Blvd Jackson Heights, NY 11370",2013,DSBS,5000.0
348,Queens Chamber of Commerce dba Chamber of Commerce Borough of Queens,"75-20 Astoria Blvd Jackson Heights, NY 11370",2013,DSBS,5000.0
349,Queens Chamber of Commerce dba Chamber of Commerce Borough of Queens,"75-20 Astoria Blvd Jackson Heights, NY 11370",2013,DSBS,90000.0
350,"Soul Tigers Marching Band, Inc.","74 Hart Street Brooklyn, NY 11206",2011,DYCD,7300.0
351,"Soul Tigers Marching Band, Inc.","74 Hart Street Brooklyn, NY 11206",2012,DYCD,7200.0
352,"Soul Tigers Marching Band, Inc.","74 Hart St Brooklyn, NY 11206",2013,DYCD,5000.0
353,"Soul Tigers Marching Band, Inc.","74 Hart St Brooklyn, NY 11206",2013,DYCD,9500.0
354,"Jewish War Veterans of the United States of America, Inc. - Post 258 Lt. Bernard H. Weiner","POBox 241 Rockaway Park, NY 11694",2012,DYCD,4000.0
355,Long Island College Hospital,"339 Hicks Street Brooklyn, NY 11201",2013,DOHMH,75000.0
356,Long Island College Hospital,NY,2011,DOHMH,55000.0
357,Long Island College Hospital,"339 Hicks Street Brooklyn, NY 11201",2012,DOHMH,0.0
358,"SUNY Downstate Medical Center, University Hospital of Brooklyn at Long Island College Hospital","450 Clarkson Avenue Brooklyn, NY 11203",2012,DOHMH,75000.0
359,Paradise Baptist Church,"23 Ft. Washington Avenue New York, NY 10032",2011,DOHMH,6400.0
360,Paradise Baptist Church,"23 Ft. Washington Avenue Manhattan, NY 10032",2012,DOHMH,6400.0
361,Cambria Heights Civic Association,"P O Box 110007 Cambria Heights, NY 11411",2012,DYCD,3500.0
362,Brooklyn Heights Association Inc.,"55 Pierrepont Street Brooklyn, NY 11201",2013,DPR,3500.0
363,Brooklyn Conservatory of Music,"58 Seventh Ave Brooklyn, NY 11217",2012,DCA,3500.0
364,Brooklyn Conservatory of Music,"58 Seventh Avenue Brooklyn, NY 11217",2011,DCA,3500.0
365,Brooklyn Conservatory of Music,"58 Seventh Avenue Brooklyn, NY 11217",2011,DCA,20000.0
366,Brooklyn Conservatory of Music,"58 Seventh Avenue Brooklyn, NY 11217",2012,DCA,20000.0
367,Brooklyn Conservatory of Music,"58 Seventh Avenue Brooklyn, NY 11217",2012,DCA,20000.0
368,Brooklyn Conservatory of Music,"58 Seventh Avenue Brooklyn, NY 11217",2012,DCA,20000.0
369,Brooklyn Conservatory of Music,"58 Seventh Ave Brooklyn, NY 11217",2012,DCA,3500.0
370,Brooklyn Conservatory of Music,"58 7th Ave Brooklyn, NY 11217",2012,DCA,3500.0
371,Brooklyn Conservatory of Music,"58 7th Avenue Brooklyn, NY 11217-3608",2013,DCLA,3500.0
372,Brooklyn Conservatory of Music,"58 7th Avenue Brooklyn, NY 11217-3608",2013,DCLA,10000.0
373,Brooklyn Conservatory of Music,"58 7th Ave Brooklyn, NY 11217-3608",2013,DFTA,1500.0
374,Brooklyn Conservatory of Music,"58 7th Ave Brooklyn, NY 11217-3608",2013,DYCD,3500.0
375,Brooklyn Conservatory of Music,"58 7th Ave Brooklyn, NY 11217-3608",2013,DYCD,3500.0
376,Brooklyn Bureau of Community Service,"285 Schermerhorn Street Brooklyn, NY 11217",2013,DOHMH,3500.0
377,Brooklyn Bureau of Community Service,"285 Schermerhorn Street Brooklyn, NY 11217",2013,DOHMH,4000.0
378,Brooklyn Bureau of Community Service,"285 Schermerhorn Street Brooklyn, NY 11217",2013,DOHMH,3500.0
379,Brooklyn Bureau of Community Service,"285 Schermerhorn Street Brooklyn, NY 11217",2011,DOHMH,7000.0
380,Brooklyn Bureau of Community Service,"285 Schermerhorn Street Brooklyn, NY 11217",2011,DOHMH,10000.0
381,Administration for ChildrenÌ¢åÛåªs Services [BBCS Duffield ChildrenÌ¢åÛåªs Center],,2012,ACS,1366101.0
382,Brooklyn Bureau of Community Service,"285 Schermerhorn Street Brooklyn, NY 11217",2012,DOHMH,0.0
383,Helen Keller Services for the Blind,"57 Willoughby Street Brooklyn, NY 11201",2011,DFTA,3500.0
384,Helen Keller Services for the Blind,"57 Willoughby Street Brooklyn, NY 11201",2011,DOHMH,15000.0
385,Helen Keller Services for the Blind,"57 Willoughby Street Brooklyn, NY 11201",2012,DFTA,4000.0
386,Helen Keller Services for the Blind,"57 Willoughby Street Brooklyn, NY 11201",2012,DFTA,3500.0
387,Helen Keller Services for the Blind,"57 Willoughby Street Brooklyn, NY 11201-5290",2013,DFTA,3500.0
388,Helen Keller Services for the Blind,"57 Willoughby Street Brooklyn, NY 11201-5290",2013,DFTA,4500.0
389,Helen Keller Services for the Blind,"57 Willoughby Street Brooklyn, NY 11201-5290",2013,DFTA,1500.0
390,"Brooklyn Historical Society, The","128 Pierrepont Street Brooklyn, NY 11201",2011,DYCD,1500.0
391,"Brooklyn Historical Society, The","128 Pierrepont Street Brooklyn, NY 11201",2011,DYCD,1500.0
392,"Brooklyn Historical Society, The","128 Pierrepont Street Brooklyn, NY 11201",2011,DCA,2000.0
393,"Brooklyn Historical Society, The","128 Pierrepont Street Brooklyn, NY 11201",2011,DCA,3000.0
394,"Brooklyn Historical Society, The","128 Pierrepont Street Brooklyn, NY 11201",2011,DCA,5000.0
395,"Brooklyn Historical Society, The","128 Pierrepont Street Brooklyn, NY 11201",2011,DCA,5000.0
396,"Brooklyn Historical Society, The","128 Pierrepont Street Brooklyn, NY 11201",2011,DCA,5000.0
397,"Brooklyn Historical Society, The","128 Pierrepont Street Brooklyn, NY 11201",2011,DCA,7000.0
398,"Brooklyn Historical Society, The","128 Pierrepont Street Brooklyn, NY 11201",2011,DCA,20000.0
399,"Brooklyn Historical Society, The","128 Pierrepont Street Brooklyn, NY 11201",2011,DCA,20000.0
400,Brooklyn Historical Society,"128 Pierrepont Street Brooklyn, NY 11201",2012,DCA,20000.0
401,Brooklyn Historical Society,"128 Pierrepont Street Brooklyn, NY 11201",2012,DCA,20000.0
402,"Brooklyn Historical Society, The","128 Pierrepont Street Brooklyn, NY 11201",2012,DCA,1500.0
403,"Brooklyn Historical Society, The","128 Pierrepont Street Brooklyn, NY 11201",2012,DYCD,5000.0
404,"Brooklyn Historical Society, The","128 Pierrepont Street Brooklyn, NY 11201",2012,DCA,5000.0
405,"Brooklyn Historical Society, The","128 Pierrepont Street Brooklyn, NY 11201",2012,DCA,50000.0
406,"Brooklyn Historical Society, The","128 Pierrepont Street Brooklyn, NY 11201",2012,DCA,5000.0
407,"Brooklyn Historical Society, The","128 Pierrepont Street Brooklyn, NY 11201",2012,DYCD,3500.0
408,"Brooklyn Historical Society, The","128 Pierrepont Street Brooklyn, NY 11201",2013,DCLA,3500.0
409,"Brooklyn Historical Society, The","128 Pierrepont Street Brooklyn, NY 11201",2013,DCLA,3500.0
410,"Brooklyn Historical Society, The","128 Pierrepont Street Brooklyn, NY 11201",2013,DCLA,3500.0
411,"Brooklyn Historical Society, The","128 Pierrepont Street Brooklyn, NY 11201",2013,DCLA,15000.0
412,"Brooklyn Historical Society, The","128 Pierrepont Street Brooklyn, NY 11201",2013,DYCD,5000.0
413,Pratt Institute Center for Community and Environmental Development (PICCED),"200 Willoughby Avenue Brooklyn, NY 11205",2011,DSBS,3500.0
414,Pratt Institute Center for Community and Environmental Development (PICCED),"200 Willoughby Avenue Brooklyn, NY 11205",2011,DSBS,175000.0
415,Pratt Institute Center for Community and Environmental Development (PICCED),"200 Willoughby Avenue Brooklyn, NY 11205",2011,DYCD,3500.0
416,Pratt Institute Center for Community and Environmental Development (PICCED),"200 Willoughby Avenue Brooklyn, NY 11205",2011,DYCD,5000.0
417,Pratt Institute Center for Community and Environmental Development (PICCED),"200 Willoughby Avenue Brooklyn, NY 11205",2011,DYCD,5000.0
418,Pratt Institute Center for Community and Environmental Development (PICCED),"200 Willoughby Avenue Brooklyn, NY 11205",2011,HPD,400000.0
419,Pratt Institute Center for Community and Environmental Development (PICCED),"200 Willoughby Avenue Brooklyn, NY 11205",2012,DSBS,150000.0
420,Pratt Institute Center for Community and Environmental Development (PICCED),"200 Willoughby Avenue Brooklyn, NY 11205",2012,DSBS,1500.0
421,Pratt Institute Center for Community and Environmental Development (PICCED),"200 Willoughby Avenue Brooklyn, NY 11205",2012,DSBS,5000.0
422,Pratt Center for Community Development,,2012,HPD,200000.0
423,Pratt Institute Center for Community and Environmental Development (PICCED),"200 Willoughby Avenue Brooklyn, NY 11205 ",2012,DSBS,3500.0
424,Pratt Institute Center for Community and Environmental Development (PICCED),"200 Willoughby Avenue Brooklyn, NY 11205",2012,DYCD,5000.0
425,Pratt Institute Center for Community and Environmental Development (PICCED),"200 Willoughby Avenue Brooklyn, NY 11205",2012,DSBS,3500.0
426,Pratt Institute Center for Community and Environmental Development (PICCED),"200 Willoughby Avenue Brooklyn, NY 11205",2012,DSBS,2000.0
427,Pratt Institute Center for Community and Environmental Development,"200 Willoughby Avenue Brooklyn, NY 11205",2013,DSBS,25000.0
428,Pratt Institute Center for Community and Environmental Development (PICCED),"200 Willoughby Avenue Brooklyn, NY 11205",2013,DSBS,5000.0
429,Pratt Institute Center for Community and Environmental Development (PICCED),"200 Willoughby Avenue Brooklyn, NY 11205",2013,DSBS,150000.0
430,Pratt Institute Center for Community and Environmental Development (PICCED),"200 Willoughby Avenue Brooklyn, NY 11205",2013,DYCD,3500.0
431,Pratt Center for Community Development,"200 Willoughby Avenue New York, NY 11205",2013,HPD,134000.0
432,St. John's University,"8000 Utopia Parkway Queens, NY 11439",2011,DYCD,3500.0
433,St. John's University,"8000 Utopia Parkway Queens, NY 11439",2012,DYCD,3500.0
434,"Young Men's and Young Women's Hebrew Association of Boro Park, Inc.","4912 14th Avenue Brooklyn, NY 11219",2011,DFTA,5000.0
435,"Young Men's and Young Women's Hebrew Association of Boro Park, Inc.","4912 14th Avenue Brooklyn, NY 11219",2011,DFTA,13000.0
436,"Young Men's and Young Women's Hebrew Association of Boro Park, Inc.","4912 14th Avenue brooklyn, NY 11219",2012,DFTA,13750.0
437,"Young Men's and Young Women's Hebrew Association of Boro Park, Inc.","4912 14th Avenue Brooklyn, NY 11219",2012,DFTA,5000.0
438,"Young Men's and Young Women's Hebrew Association of Boro Park, Inc.","4912 14th Avenue Brooklyn, NY 11219",2013,DFTA,14000.0
439,"Young Men's and Young Women's Hebrew Association of Boro Park, Inc.","4912 14th Avenue Brooklyn, NY 11219",2013,DFTA,5000.0
440,Young Women's Christian Association of Brooklyn,"30 Third Avenue Brooklyn, NY 11217",2011,DFTA,10000.0
441,Young Women's Christian Association of Brooklyn,"30 Third Avenue Brooklyn, NY 11217",2012,DFTA,7500.0
442,Young Women's Christian Association of Brooklyn,"30 third Avenue Brooklyn, NY 11217-2136",2013,DFTA,9000.0
